time,x,y,z,yaw,wp_index,wp_mode,dist_xneg,dist_xpos,dist_ypos,dist_yneg,dist_zneg,dist_zpos,emergency
316.475,2.1600,10.0000,2.5000,0.2110,38,APPROACH,0.49,1.90,999.00,3.20,999.00,999.00,False
317.205,2.1600,10.0000,2.5000,0.1266,38,APPROACH,0.45,2.26,999.00,3.10,999.00,999.00,False
318.093,2.4100,10.0000,2.3000,0.1140,38,APPROACH,0.45,2.26,999.00,3.10,999.00,999.00,False
318.824,2.6600,10.0000,2.1000,0.1026,38,APPROACH,0.45,2.21,999.00,999.00,999.00,999.00,False
319.598,2.9100,10.0000,1.9000,0.0923,38,APPROACH,0.45,2.21,999.00,999.00,999.00,999.00,False
320.281,3.1600,10.0000,1.7000,0.0831,38,APPROACH,0.43,1.95,7.84,2.78,999.00,999.00,False
321.093,3.4100,10.0000,1.5000,0.0748,38,APPROACH,0.43,1.95,7.84,2.78,999.00,999.00,False
322.175,3.6100,10.0000,1.7000,0.0673,39,SCAN,0.44,1.31,0.51,0.50,1.34,999.00,False
322.906,3.6100,10.0000,1.9000,0.0606,39,SCAN,0.44,1.31,0.51,0.50,1.34,999.00,False
323.631,3.6100,10.0000,2.1000,0.0545,39,SCAN,0.42,1.07,0.51,0.50,999.00,1.01,False
324.489,3.6100,10.0000,2.3000,0.0491,39,SCAN,0.42,1.07,0.51,0.50,999.00,1.01,False
328.603,3.6100,10.0000,2.5000,0.0442,39,SCAN,0.42,0.98,0.50,0.50,999.00,0.63,False
329.492,3.6100,10.0000,2.7000,0.0397,39,SCAN,0.42,0.98,0.50,0.50,999.00,0.63,False
330.227,3.6100,10.0000,2.9000,0.0358,39,SCAN,0.43,0.89,0.50,0.50,999.00,0.39,False
331.041,3.6100,10.0000,3.1000,0.0322,39,SCAN,0.43,0.89,0.50,0.50,999.00,0.39,False
331.758,3.6100,10.0000,3.3000,0.0290,39,SCAN,0.42,0.54,0.50,0.50,999.00,0.30,False
332.599,3.6100,10.0000,3.3000,0.6457,40,RETREAT,0.42,0.42,0.50,0.50,0.31,0.30,False
333.302,3.6100,10.0000,3.3000,1.0157,40,RETREAT,0.42,0.42,0.50,0.50,0.31,0.30,False
334.020,3.6100,10.0000,3.3000,1.2378,40,RETREAT,0.30,0.30,0.50,0.50,0.30,0.30,False
334.751,3.6100,10.0000,3.3000,1.3710,40,RETREAT,0.30,0.30,0.50,0.50,0.30,0.30,False
335.472,3.6100,10.0000,3.3000,1.4509,40,RETREAT,0.36,0.30,0.50,0.51,0.31,0.30,False
336.294,3.3600,10.0000,3.1000,1.4629,40,RETREAT,0.36,0.30,0.50,0.51,0.31,0.30,False
337.259,3.1100,10.0000,2.9000,1.4737,40,RETREAT,0.32,0.47,0.50,0.50,999.00,0.30,False
338.161,2.8600,10.0000,2.7000,1.4834,40,RETREAT,0.32,0.47,0.50,0.50,999.00,0.30,False
339.342,2.6100,10.2500,2.5000,1.4921,41,TRANSIT,0.31,1.34,0.54,0.53,999.00,0.89,False
340.204,2.4100,10.5000,2.5000,1.5000,41,TRANSIT,0.31,1.34,0.54,0.53,999.00,0.89,False
341.088,2.4100,10.7500,2.5000,1.5071,41,TRANSIT,0.31,2.04,999.00,3.34,999.00,999.00,False
341.894,2.4100,11.0000,2.5000,1.5135,41,TRANSIT,0.31,2.04,999.00,3.34,999.00,999.00,False
342.669,2.4100,11.2500,2.5000,1.5192,41,TRANSIT,0.30,2.26,999.00,999.00,999.00,999.00,False
343.597,2.4100,11.5000,2.5000,1.5243,41,TRANSIT,0.30,2.26,999.00,999.00,999.00,999.00,False
344.348,2.4100,11.7500,2.5000,1.5290,41,TRANSIT,6.73,2.27,999.00,999.00,999.00,999.00,False
345.616,2.4100,11.7500,2.5000,2.1740,42,APPROACH,6.74,2.27,999.00,999.00,999.00,999.00,False
346.400,2.4100,11.7500,2.5000,2.5611,42,APPROACH,6.74,2.27,999.00,999.00,999.00,999.00,False
347.136,2.4100,11.7500,2.5000,2.7933,42,APPROACH,6.58,1.91,3.12,999.00,999.00,999.00,False
348.049,2.4100,11.7500,2.5000,2.9326,42,APPROACH,6.58,1.91,3.12,999.00,999.00,999.00,False
348.781,2.4100,11.7500,2.5000,3.0162,42,APPROACH,6.61,0.35,7.58,999.00,999.00,999.00,False
349.779,2.1600,12.0000,2.3000,3.0287,42,APPROACH,6.61,0.35,7.58,999.00,999.00,999.00,False
350.752,1.9100,12.0000,2.1000,3.0400,42,APPROACH,6.78,0.40,7.45,999.00,999.00,999.00,False
351.800,1.6600,12.0000,1.9000,3.0502,42,APPROACH,6.78,0.40,7.45,999.00,999.00,999.00,False
352.673,1.4100,12.0000,1.7000,3.0593,42,APPROACH,6.47,0.39,6.26,999.00,999.00,999.00,False
353.414,1.1600,12.0000,1.5000,3.0675,42,APPROACH,6.47,0.39,6.26,999.00,999.00,999.00,False
354.199,0.9100,12.0000,1.3000,3.0750,42,APPROACH,6.13,0.38,4.03,999.00,999.00,999.00,False
355.207,0.6600,12.0000,1.2000,3.0816,42,APPROACH,6.13,0.38,4.03,999.00,999.00,999.00,False
356.244,0.4100,12.0000,1.4000,3.0876,43,SCAN,5.71,0.39,3.77,999.00,1.13,999.00,False
357.111,0.4100,12.0000,1.6000,3.0930,43,SCAN,5.71,0.39,3.77,999.00,1.13,999.00,False
357.907,0.4100,12.0000,1.8000,3.0979,43,SCAN,5.16,0.40,3.81,999.00,1.24,999.00,False
358.749,0.4100,12.0000,2.0000,3.1022,43,SCAN,5.16,0.40,3.81,999.00,1.24,999.00,False
359.954,0.4100,12.0000,2.2000,3.1062,43,SCAN,5.08,0.39,4.15,999.00,999.00,999.00,False
364.028,0.4100,12.0000,2.4000,3.1097,43,SCAN,5.08,0.39,4.15,999.00,999.00,999.00,False
365.039,0.4100,12.0000,2.6000,3.1129,43,SCAN,4.98,0.40,7.09,999.00,999.00,999.00,False
366.141,0.4100,12.0000,2.8000,3.1158,43,SCAN,4.98,0.40,7.09,999.00,999.00,999.00,False
367.165,0.4100,12.0000,3.0000,3.1184,43,SCAN,4.75,0.40,7.51,999.00,999.00,999.00,False
368.057,0.4100,12.0000,3.2000,3.1207,43,SCAN,4.75,0.40,7.51,999.00,999.00,999.00,False
369.044,0.4100,12.0000,3.2000,2.5007,44,RETREAT,4.53,0.40,999.00,999.00,999.00,999.00,False
370.011,0.4100,12.0000,3.2000,2.1288,44,RETREAT,4.53,0.40,999.00,999.00,999.00,999.00,False
370.987,0.4100,12.0000,3.2000,1.9056,44,RETREAT,4.15,3.91,999.00,0.51,999.00,999.00,False
371.983,0.4100,12.0000,3.2000,1.7717,44,RETREAT,4.15,3.91,999.00,0.51,999.00,999.00,False
372.830,0.4100,12.0000,3.2000,1.6913,44,RETREAT,4.30,4.13,999.00,999.00,999.00,999.00,False
373.630,0.6600,12.0000,3.0000,1.6793,44,RETREAT,4.30,4.13,999.00,999.00,999.00,999.00,False
374.415,0.9100,12.0000,2.8000,1.6684,44,RETREAT,4.40,4.27,999.00,999.00,999.00,999.00,False
375.280,1.1600,12.0000,2.6000,1.6587,44,RETREAT,4.40,4.27,999.00,999.00,999.00,999.00,False
376.306,1.4100,12.0000,2.5000,1.6499,44,RETREAT,5.19,3.82,999.00,999.00,999.00,999.00,False
377.058,1.6600,12.0000,2.5000,1.6420,44,RETREAT,5.19,3.82,999.00,999.00,999.00,999.00,False
378.058,1.9100,12.0000,2.5000,1.6348,44,RETREAT,5.86,3.37,999.00,999.00,999.00,999.00,False
379.027,2.1600,12.0000,2.5000,1.6284,44,RETREAT,5.86,3.37,999.00,999.00,999.00,999.00,False
380.348,2.1600,12.0000,2.5000,0.9771,45,APPROACH,6.52,2.56,999.00,999.00,999.00,999.00,False
381.222,2.1600,12.0000,2.5000,0.5862,45,APPROACH,6.52,2.56,999.00,999.00,999.00,999.00,False
382.106,2.1600,12.0000,2.5000,0.3517,45,APPROACH,0.49,1.94,999.00,3.15,999.00,999.00,False
383.024,2.1600,12.0000,2.5000,0.2110,45,APPROACH,0.49,1.94,999.00,3.15,999.00,999.00,False
383.945,2.1600,12.0000,2.5000,0.1266,45,APPROACH,0.46,2.25,999.00,5.07,999.00,999.00,False
384.706,2.4100,12.0000,2.3000,0.1140,45,APPROACH,0.46,2.25,999.00,5.07,999.00,999.00,False
385.617,2.6600,12.0000,2.1000,0.1026,45,APPROACH,0.44,2.25,999.00,999.00,999.00,999.00,False
386.610,2.9100,12.0000,1.9000,0.0923,45,APPROACH,0.44,2.25,999.00,999.00,999.00,999.00,False
387.418,3.1600,12.0000,1.7000,0.0831,45,APPROACH,0.44,1.95,7.84,4.84,999.00,999.00,False
388.135,3.4100,12.0000,1.5000,0.0748,45,APPROACH,0.44,1.95,7.84,4.84,999.00,999.00,False
388.926,3.6100,12.0000,1.7000,0.0673,46,SCAN,0.42,1.54,3.04,4.85,999.00,999.00,False
389.710,3.6100,12.0000,1.9000,0.0606,46,SCAN,0.42,1.54,3.04,4.85,999.00,999.00,False
390.428,3.6100,12.0000,2.1000,0.0545,46,SCAN,0.42,1.07,0.53,0.50,999.00,1.00,False
391.282,3.6100,12.0000,2.3000,0.0491,46,SCAN,0.42,1.07,0.53,0.50,999.00,1.00,False
392.018,3.6100,12.0000,2.5000,0.0442,46,SCAN,0.42,1.00,0.50,0.50,999.00,0.60,False
392.810,3.6100,12.0000,2.7000,0.0397,46,SCAN,0.42,1.00,0.50,0.50,999.00,0.60,False
393.540,3.6100,12.0000,2.9000,0.0358,46,SCAN,0.42,0.75,0.50,0.51,999.00,0.30,False
394.264,3.6100,12.0000,3.1000,0.0322,46,SCAN,0.42,0.63,0.52,0.51,999.00,0.30,False
395.082,3.6100,12.0000,3.3000,0.0290,46,SCAN,0.42,0.63,0.52,0.51,999.00,0.30,False
399.186,3.6100,12.0000,3.3000,0.6457,47,RETREAT,0.42,0.40,0.50,0.51,0.30,0.30,False
399.874,3.6100,12.0000,3.3000,1.0157,47,RETREAT,0.42,0.40,0.50,0.51,0.30,0.30,False
400.604,3.6100,12.0000,3.3000,1.2378,47,RETREAT,0.31,0.30,0.50,0.50,0.30,0.30,False
401.330,3.6100,12.0000,3.3000,1.3710,47,RETREAT,0.31,0.30,0.50,0.50,0.30,0.30,False
402.077,3.6100,12.0000,3.3000,1.4509,47,RETREAT,0.34,0.31,0.50,0.51,0.33,0.30,False
402.844,3.3600,12.0000,3.1000,1.4629,47,RETREAT,0.34,0.31,0.50,0.51,0.33,0.30,False
403.718,3.1100,12.0000,2.9000,1.4737,47,RETREAT,0.30,0.47,0.50,0.50,999.00,0.30,False
404.411,2.8600,12.0000,2.7000,1.4834,47,RETREAT,0.30,0.47,0.50,0.50,999.00,0.30,False
405.274,2.6100,12.2500,2.5000,1.4921,48,TRANSIT,0.31,1.35,0.51,0.50,999.00,0.89,False
406.085,2.4100,12.5000,2.5000,1.5000,48,TRANSIT,0.31,1.35,0.51,0.50,999.00,0.89,False
406.902,2.4100,12.7500,2.5000,1.5071,48,TRANSIT,0.30,2.05,999.00,5.33,999.00,999.00,False
407.726,2.4100,13.0000,2.5000,1.5135,48,TRANSIT,0.30,2.05,999.00,5.33,999.00,999.00,False
408.616,2.4100,13.2500,2.5000,1.5192,48,TRANSIT,0.30,2.26,999.00,999.00,999.00,999.00,False
409.484,2.4100,13.5000,2.5000,1.5243,48,TRANSIT,0.30,2.26,999.00,999.00,999.00,999.00,False
410.223,2.4100,13.7500,2.5000,1.5290,48,TRANSIT,6.73,2.27,999.00,999.00,999.00,999.00,False
411.314,2.4100,13.7500,2.5000,2.1740,49,APPROACH,6.73,2.27,999.00,999.00,999.00,999.00,False
412.193,2.4100,13.7500,2.5000,2.5611,49,APPROACH,6.73,2.27,999.00,999.00,999.00,999.00,False
413.019,2.4100,13.7500,2.5000,2.7933,49,APPROACH,6.57,1.86,3.26,999.00,999.00,999.00,False
413.883,2.4100,13.7500,2.5000,2.9326,49,APPROACH,6.57,1.86,3.26,999.00,999.00,999.00,False
414.640,2.4100,13.7500,2.5000,3.0162,49,APPROACH,6.65,0.33,999.00,999.00,999.00,999.00,False
415.379,2.1600,14.0000,2.3000,3.0287,49,APPROACH,6.65,0.33,999.00,999.00,999.00,999.00,False
416.084,1.9100,14.0000,2.1000,3.0400,49,APPROACH,6.75,0.38,999.00,999.00,999.00,999.00,False
416.874,1.6600,14.0000,1.9000,3.0502,49,APPROACH,6.75,0.38,999.00,999.00,999.00,999.00,False
417.636,1.4100,14.0000,1.7000,3.0593,49,APPROACH,6.47,0.39,6.09,999.00,999.00,999.00,False
418.524,1.1600,14.0000,1.5000,3.0675,49,APPROACH,6.47,0.39,6.09,999.00,999.00,999.00,False
419.256,0.9100,14.0000,1.3000,3.0750,49,APPROACH,6.11,0.38,3.99,999.00,999.00,999.00,False
420.047,0.6600,14.0000,1.2000,3.0816,49,APPROACH,6.11,0.38,3.99,999.00,999.00,999.00,False
421.048,0.4100,14.0000,1.4000,3.0876,50,SCAN,5.71,0.38,2.00,999.00,1.13,999.00,False
421.815,0.4100,14.0000,1.6000,3.0930,50,SCAN,5.71,0.38,2.00,999.00,1.13,999.00,False
422.536,0.4100,14.0000,1.8000,3.0979,50,SCAN,5.16,0.40,3.28,999.00,1.22,999.00,False
423.261,0.4100,14.0000,2.0000,3.1022,50,SCAN,5.16,0.40,3.28,999.00,1.22,999.00,False
424.109,0.4100,14.0000,2.2000,3.1062,50,SCAN,5.07,0.41,5.03,999.00,999.00,999.00,False
425.042,0.4100,14.0000,2.4000,3.1097,50,SCAN,5.07,0.41,5.03,999.00,999.00,999.00,False
425.722,0.4100,14.0000,2.6000,3.1129,50,SCAN,4.97,0.41,5.49,999.00,999.00,999.00,False
426.666,0.4100,14.0000,2.8000,3.1158,50,SCAN,4.97,0.41,5.49,999.00,999.00,999.00,False
427.382,0.4100,14.0000,3.0000,3.1184,50,SCAN,4.76,0.40,999.00,999.00,999.00,999.00,False
428.092,0.4100,14.0000,3.2000,3.1207,50,SCAN,4.76,0.40,999.00,999.00,999.00,999.00,False
429.043,0.4100,14.0000,3.2000,2.5007,51,RETREAT,4.50,0.41,999.00,999.00,999.00,999.00,False
429.846,0.4100,14.0000,3.2000,2.1288,51,RETREAT,4.50,0.41,999.00,999.00,999.00,999.00,False
430.538,0.4100,14.0000,3.2000,1.9056,51,RETREAT,4.20,3.97,999.00,0.51,999.00,999.00,False
434.329,0.4100,14.0000,3.2000,1.7717,51,RETREAT,4.20,3.97,999.00,0.51,999.00,999.00,False
435.140,0.4100,14.0000,3.2000,1.6913,51,RETREAT,4.31,4.12,999.00,999.00,999.00,999.00,False
435.974,0.6600,14.0000,3.0000,1.6793,51,RETREAT,4.31,4.12,999.00,999.00,999.00,999.00,False
436.716,0.9100,14.0000,2.8000,1.6684,51,RETREAT,4.38,4.27,999.00,999.00,999.00,999.00,False
437.504,1.1600,14.0000,2.6000,1.6587,51,RETREAT,4.38,4.27,999.00,999.00,999.00,999.00,False
438.191,1.4100,14.0000,2.5000,1.6499,51,RETREAT,5.17,3.85,999.00,999.00,999.00,999.00,False
439.103,1.6600,14.0000,2.5000,1.6420,51,RETREAT,5.17,3.85,999.00,999.00,999.00,999.00,False
440.171,1.9100,14.0000,2.5000,1.6348,51,RETREAT,5.87,3.38,999.00,999.00,999.00,999.00,False
441.083,2.1600,14.0000,2.5000,1.6284,51,RETREAT,5.87,3.38,999.00,999.00,999.00,999.00,False
442.273,2.1600,14.0000,2.5000,0.9771,52,APPROACH,6.31,2.82,999.00,999.00,999.00,999.00,False
443.059,2.1600,14.0000,2.5000,0.5862,52,APPROACH,6.31,2.82,999.00,999.00,999.00,999.00,False
444.166,2.1600,14.0000,2.5000,0.3517,52,APPROACH,0.49,1.95,999.00,3.16,999.00,999.00,False
444.868,2.1600,14.0000,2.5000,0.2110,52,APPROACH,0.49,1.95,999.00,3.16,999.00,999.00,False
445.672,2.1600,14.0000,2.5000,0.1266,52,APPROACH,0.46,2.25,999.00,7.13,999.00,999.00,False
446.436,2.4100,14.0000,2.3000,0.1140,52,APPROACH,0.46,2.25,999.00,7.13,999.00,999.00,False
447.385,2.6600,14.0000,2.1000,0.1026,52,APPROACH,0.44,2.24,999.00,999.00,999.00,999.00,False
448.125,2.9100,14.0000,1.9000,0.0923,52,APPROACH,0.44,2.24,999.00,999.00,999.00,999.00,False
448.868,3.1600,14.0000,1.7000,0.0831,52,APPROACH,0.43,1.94,7.83,6.88,999.00,999.00,False
449.664,3.4100,14.0000,1.5000,0.0748,52,APPROACH,0.43,1.94,7.83,6.88,999.00,999.00,False
450.726,3.6100,14.0000,1.7000,0.0673,53,SCAN,0.44,1.53,3.14,6.18,999.00,999.00,False
451.542,3.6100,14.0000,1.9000,0.0606,53,SCAN,0.44,1.53,3.14,6.18,999.00,999.00,False
452.419,3.6100,14.0000,2.1000,0.0545,53,SCAN,0.43,1.08,0.50,0.50,999.00,0.97,False
453.099,3.6100,14.0000,2.3000,0.0491,53,SCAN,0.43,1.08,0.50,0.50,999.00,0.97,False
453.858,3.6100,14.0000,2.5000,0.0442,53,SCAN,0.42,0.99,0.50,0.50,999.00,0.57,False
454.549,3.6100,14.0000,2.7000,0.0397,53,SCAN,0.42,0.99,0.50,0.50,999.00,0.57,False
455.263,3.6100,14.0000,2.9000,0.0358,53,SCAN,0.43,0.74,0.50,0.50,999.00,0.30,False
456.040,3.6100,14.0000,3.1000,0.0322,53,SCAN,0.43,0.74,0.50,0.50,999.00,0.30,False
456.860,3.6100,14.0000,3.3000,0.0290,53,SCAN,0.41,0.55,0.51,0.51,999.00,0.30,False
457.820,3.6100,14.0000,3.3000,0.6457,54,RETREAT,0.43,0.43,0.50,0.50,0.30,0.30,False
458.673,3.6100,14.0000,3.3000,1.0157,54,RETREAT,0.43,0.43,0.50,0.50,0.30,0.30,False
459.515,3.6100,14.0000,3.3000,1.2378,54,RETREAT,0.32,0.30,0.50,0.50,0.30,0.30,False
460.464,3.6100,14.0000,3.3000,1.3710,54,RETREAT,0.32,0.30,0.50,0.50,0.30,0.30,False
461.375,3.6100,14.0000,3.3000,1.4509,54,RETREAT,0.34,0.30,0.50,0.50,0.33,0.30,False
462.176,3.3600,14.0000,3.1000,1.4629,54,RETREAT,0.34,0.30,0.50,0.50,0.33,0.30,False
463.279,3.1100,14.0000,2.9000,1.4737,54,RETREAT,0.31,0.46,0.50,0.50,999.00,0.30,False
464.252,2.8600,14.0000,2.7000,1.4834,54,RETREAT,0.31,0.46,0.50,0.50,999.00,0.30,False
465.547,2.6100,14.2500,2.5000,1.4921,55,TRANSIT,0.31,1.34,0.56,0.59,999.00,0.89,False
469.560,2.4100,14.5000,2.5000,1.5000,55,TRANSIT,0.31,1.34,0.56,0.59,999.00,0.89,False
470.650,2.4100,14.7500,2.5000,1.5071,55,TRANSIT,0.31,2.04,999.00,7.35,999.00,999.00,False
471.516,2.4100,15.0000,2.5000,1.5135,55,TRANSIT,0.31,2.04,999.00,7.35,999.00,999.00,False
472.868,2.4100,15.2500,2.5000,1.5192,55,TRANSIT,6.73,2.26,999.00,999.00,999.00,999.00,False
474.281,2.4100,15.5000,2.5000,1.5243,55,TRANSIT,6.73,2.26,999.00,999.00,999.00,999.00,False
475.676,2.4100,15.7500,2.5000,1.5290,55,TRANSIT,6.74,2.27,999.00,999.00,999.00,999.00,False
476.656,2.4100,15.7500,2.5000,2.1740,56,APPROACH,6.73,2.27,999.00,999.00,999.00,999.00,False
477.690,2.4100,15.7500,2.5000,2.5611,56,APPROACH,6.73,2.27,999.00,999.00,999.00,999.00,False
478.495,2.4100,15.7500,2.5000,2.7933,56,APPROACH,6.58,1.90,3.05,999.00,999.00,999.00,False
479.380,2.4100,15.7500,2.5000,2.9326,56,APPROACH,6.58,1.90,3.05,999.00,999.00,999.00,False
480.490,2.4100,15.7500,2.5000,3.0162,56,APPROACH,6.64,0.34,7.03,999.00,999.00,999.00,False
481.732,2.1600,16.0000,2.3000,3.0287,56,APPROACH,6.64,0.34,7.03,999.00,999.00,999.00,False
483.124,1.9100,16.0000,2.1000,3.0400,56,APPROACH,6.76,0.38,7.00,999.00,999.00,999.00,False
484.042,1.6600,16.0000,1.9000,3.0502,56,APPROACH,6.76,0.38,7.00,999.00,999.00,999.00,False
484.748,1.4100,16.0000,1.7000,3.0593,56,APPROACH,6.47,0.39,6.29,999.00,999.00,999.00,False
485.686,1.1600,16.0000,1.5000,3.0675,56,APPROACH,6.47,0.39,6.29,999.00,999.00,999.00,False
486.390,0.9100,16.0000,1.3000,3.0750,56,APPROACH,6.10,0.38,3.36,999.00,999.00,999.00,False
487.297,0.6600,16.0000,1.2000,3.0816,56,APPROACH,6.10,0.38,3.36,999.00,999.00,999.00,False
488.190,0.6600,16.0000,1.4000,3.0876,57,SCAN,0.42,0.39,1.98,999.00,0.85,999.00,True
488.883,0.6600,16.0000,1.6000,3.0930,57,SCAN,0.42,0.39,1.98,999.00,0.85,999.00,True
489.730,0.4100,16.0000,1.8000,3.0979,57,SCAN,5.44,0.41,2.97,999.00,0.90,999.00,False
490.456,0.4100,16.0000,2.0000,3.1022,57,SCAN,5.44,0.41,2.97,999.00,0.90,999.00,False
491.266,0.4100,16.0000,2.2000,3.1062,57,SCAN,5.07,0.41,3.55,999.00,999.00,999.00,False
492.120,0.4100,16.0000,2.4000,3.1097,57,SCAN,5.07,0.41,3.55,999.00,999.00,999.00,False
492.848,0.4100,16.0000,2.6000,3.1129,57,SCAN,4.97,0.40,6.41,999.00,999.00,999.00,False
493.705,0.4100,16.0000,2.8000,3.1158,57,SCAN,4.97,0.40,6.41,999.00,999.00,999.00,False
494.491,0.4100,16.0000,3.0000,3.1184,57,SCAN,4.75,0.40,6.93,999.00,999.00,999.00,False
495.255,0.4100,16.0000,3.2000,3.1207,57,SCAN,4.75,0.40,6.93,999.00,999.00,999.00,False
496.336,0.4100,16.0000,3.2000,2.5007,58,RETREAT,4.54,0.41,7.45,999.00,999.00,999.00,False
497.062,0.4100,16.0000,3.2000,2.1288,58,RETREAT,4.54,0.41,7.45,999.00,999.00,999.00,False
497.760,0.4100,16.0000,3.2000,1.9056,58,RETREAT,4.17,3.94,7.83,0.51,999.00,999.00,False
498.525,0.4100,16.0000,3.2000,1.7717,58,RETREAT,4.17,3.94,7.83,0.51,999.00,999.00,False
499.469,0.4100,16.0000,3.2000,1.6913,58,RETREAT,4.31,4.17,999.00,999.00,999.00,999.00,False
500.206,0.6600,16.0000,3.0000,1.6793,58,RETREAT,4.31,4.17,999.00,999.00,999.00,999.00,False
501.092,0.9100,16.0000,2.8000,1.6684,58,RETREAT,4.36,4.18,999.00,999.00,999.00,999.00,False
504.801,1.1600,16.0000,2.6000,1.6587,58,RETREAT,4.81,4.05,999.00,999.00,999.00,999.00,False
505.638,1.4100,16.0000,2.5000,1.6499,58,RETREAT,4.81,4.05,999.00,999.00,999.00,999.00,False
506.370,1.6600,16.0000,2.5000,1.6420,58,RETREAT,5.54,3.62,999.00,999.00,999.00,999.00,False
507.118,1.9100,16.0000,2.5000,1.6348,58,RETREAT,5.54,3.62,999.00,999.00,999.00,999.00,False
507.858,2.1600,16.0000,2.5000,1.6284,58,RETREAT,6.09,3.09,999.00,999.00,999.00,999.00,False
509.029,2.1600,16.0000,2.5000,0.9771,59,APPROACH,6.31,2.83,999.00,999.00,999.00,999.00,False
509.893,2.1600,16.0000,2.5000,0.5862,59,APPROACH,6.31,2.83,999.00,999.00,999.00,999.00,False
510.699,2.1600,16.0000,2.5000,0.3517,59,APPROACH,0.49,1.93,999.00,3.46,999.00,999.00,False
511.353,2.1600,16.0000,2.5000,0.2110,59,APPROACH,0.49,1.93,999.00,3.46,999.00,999.00,False
512.011,2.1600,16.0000,2.5000,0.1266,59,APPROACH,0.46,2.24,999.00,999.00,999.00,999.00,False
512.827,2.4100,16.0000,2.3000,0.1140,59,APPROACH,0.46,2.24,999.00,999.00,999.00,999.00,False
513.646,2.6600,16.0000,2.1000,0.1026,59,APPROACH,0.44,2.22,999.00,999.00,999.00,999.00,False
514.508,2.9100,16.0000,1.9000,0.0923,59,APPROACH,0.44,2.22,999.00,999.00,999.00,999.00,False
515.121,3.1600,16.0000,1.7000,0.0831,59,APPROACH,0.43,1.94,7.84,7.57,999.00,999.00,False
515.769,3.4100,16.0000,1.5000,0.0748,59,APPROACH,0.43,1.94,7.84,7.57,999.00,999.00,False
516.929,3.6100,16.0000,1.7000,0.0673,60,SCAN,0.44,1.52,2.80,6.18,999.00,999.00,False
517.782,3.6100,16.0000,1.9000,0.0606,60,SCAN,0.44,1.52,2.80,6.18,999.00,999.00,False
518.678,3.6100,16.0000,2.1000,0.0545,60,SCAN,0.42,1.07,0.52,0.50,999.00,1.02,False
519.554,3.6100,16.0000,2.3000,0.0491,60,SCAN,0.42,1.07,0.52,0.50,999.00,1.02,False
520.359,3.6100,16.0000,2.5000,0.0442,60,SCAN,0.42,0.99,0.50,0.50,999.00,0.61,False
521.495,3.6100,16.0000,2.7000,0.0397,60,SCAN,0.42,0.99,0.50,0.50,999.00,0.61,False
522.349,3.6100,16.0000,2.9000,0.0358,60,SCAN,0.42,0.75,0.51,0.51,999.00,0.30,False
523.211,3.6100,16.0000,3.1000,0.0322,60,SCAN,0.42,0.75,0.51,0.51,999.00,0.30,False
524.039,3.6100,16.0000,3.3000,0.0290,60,SCAN,0.41,0.52,0.50,0.51,999.00,0.30,False
525.111,3.6100,16.0000,3.3000,0.6457,61,RETREAT,0.42,0.42,0.50,0.50,0.30,0.30,False
526.322,3.6100,16.0000,3.3000,1.0157,61,RETREAT,0.42,0.42,0.50,0.50,0.30,0.30,False
527.754,3.6100,16.0000,3.3000,1.2378,61,RETREAT,0.32,0.30,0.50,0.50,0.30,0.30,False
528.990,3.6100,16.0000,3.3000,1.3710,61,RETREAT,0.32,0.30,0.50,0.50,0.30,0.30,False
529.881,3.6100,16.0000,3.3000,1.4509,61,RETREAT,0.35,0.30,0.50,0.50,0.33,0.30,False
530.756,3.3600,16.0000,3.1000,1.4629,61,RETREAT,0.35,0.30,0.50,0.50,0.33,0.30,False
531.741,3.1100,16.0000,2.9000,1.4737,61,RETREAT,0.31,0.45,0.50,0.50,999.00,0.30,False
532.790,2.8600,16.0000,2.7000,1.4834,61,RETREAT,0.31,0.45,0.50,0.50,999.00,0.30,False
533.769,2.6100,16.2500,2.5000,1.4921,62,TRANSIT,0.31,1.32,0.50,0.53,999.00,0.89,False
534.561,2.4100,16.5000,2.5000,1.5000,62,TRANSIT,0.31,1.32,0.50,0.53,999.00,0.89,False
535.304,2.4100,16.7500,2.5000,1.5071,62,TRANSIT,0.31,2.05,999.00,999.00,999.00,999.00,False
536.114,2.4100,17.0000,2.5000,1.5135,62,TRANSIT,0.31,2.05,999.00,999.00,999.00,999.00,False
539.842,2.4100,17.2500,2.5000,1.5192,62,TRANSIT,6.74,2.27,999.00,999.00,999.00,999.00,False
540.695,2.4100,17.5000,2.5000,1.5243,62,TRANSIT,6.74,2.27,999.00,999.00,999.00,999.00,False
541.701,2.4100,17.7500,2.5000,1.5290,62,TRANSIT,6.73,2.27,7.68,999.00,999.00,999.00,False
542.666,2.4100,17.7500,2.5000,2.1740,63,APPROACH,6.74,2.27,7.43,999.00,999.00,999.00,False
543.503,2.4100,17.7500,2.5000,2.5611,63,APPROACH,6.74,2.27,7.43,999.00,999.00,999.00,False
544.308,2.4100,17.7500,2.5000,2.7933,63,APPROACH,6.63,1.86,3.25,999.00,999.00,999.00,False
545.104,2.4100,17.7500,2.5000,2.9326,63,APPROACH,6.63,1.86,3.25,999.00,999.00,999.00,False
545.915,2.4100,17.7500,2.5000,3.0162,63,APPROACH,6.63,0.33,5.51,999.00,999.00,999.00,False
